0	0.00	41	0	0	1	0	1	0	0	0	0	2	2	3
0	0.00	152	2	0	1	0	1	0	1	0	0	0	1	1
0	0.00	131	0	1	0	1	1	3	2	0	0	1	0	1
0	0.00	163	0	1	1	0	0	1	0	1	1	1	3	0
0	0.00	156	0	1	0	0	2	0	0	2	1	0	0	2
0	0.00	65	0	0	1	1	0	0	0	0	0	0	0	0
0	0.00	85	2	1	0	0	0	0	0	0	0	0	1	1
0	0.00	128	2	0	1	0	0	0	0	2	1	0	1	0
0	0.00	110	2	0	0	0	1	0	1	0	1	0	0	0
0	0.00	175	1	1	1	0	2	0	0	1	0	1	2	1
0	0.00	70	1	0	0	0	0	0	1	1	0	0	0	0
0	0.00	89	0	0	1	1	1	0	0	0	0	1	0	1
0	0.00	137	0	1	1	0	0	0	0	0	1	1	0	1
0	0.00	146	0	1	0	3	0	1	0	0	1	1	0	0
0	0.00	90	0	0	0	0	1	1	0	0	0	0	0	1
0	0.00	149	0	1	2	0	0	0	1	0	1	0	0	0
0	0.00	174	1	1	1	1	0	0	1	0	2	0	1	1
0	0.00	136	2	0	0	0	2	1	2	0	0	1	2	0
0	0.00	161	1	0	0	1	1	0	3	0	1	0	0	1
0	0.00	79	0	0	0	1	0	1	0	0	0	0	0	0
0	0.00	75	0	0	0	0	0	1	0	1	0	0	0	0
0	0.00	106	0	1	1	1	0	1	0	0	0	0	2	3
0	0.00	167	1	1	0	1	0	1	0	1	2	1	0	0
0	0.00	171	2	0	2	0	0	0	1	2	1	0	0	1
0	0.00	124	0	1	0	1	0	0	1	1	0	0	1	0
0	0.00	189	0	2	0	1	0	0	1	1	1	1	0	2
0	0.00	153	0	0	0	0	0	0	2	1	1	0	2	1
0	0.00	104	1	0	0	0	0	0	0	0	1	0	0	1
0	0.00	114	0	0	1	0	0	0	0	1	0	0	0	0
0	0.00	177	0	2	0	0	0	0	0	1	1	0	1	1
0	0.00	143	1	0	0	0	0	2	0	0	0	0	0	0
0	0.00	164	1	0	0	1	0	0	0	2	0	0	0	1
0	0.00	80	0	0	1	1	0	0	1	0	0	1	0	0
0	0.00	6	1	0	1	4	0	0	0	1	0	0	0	2
0	0.00	181	0	0	2	1	0	2	1	2	0	0	1	1
0	0.00	125	0	1	0	0	0	0	1	0	2	0	0	0
0	0.00	157	2	0	1	1	0	0	0	0	0	0	1	0
0	0.00	115	0	0	1	0	0	2	0	0	1	1	0	0
0	0.00	184	1	2	0	0	0	1	1	0	0	0	1	1
0	0.00	144	0	1	0	0	1	0	1	0	1	1	1	1
0	0.00	11	2	0	4	1	1	1	0	0	0	0	0	0
0	0.00	99	0	0	0	0	0	1	1	0	0	1	0	0
0	0.00	94	1	0	0	0	1	1	0	0	0	0	1	0
0	0.00	165	2	0	0	0	0	0	1	0	0	0	0	0
0	0.00	168	1	2	1	0	2	0	1	0	0	0	1	0
0	0.00	105	0	0	0	0	1	0	1	0	0	0	0	0
0	0.00	95	1	0	0	0	0	0	0	0	0	0	1	1
0	0.00	176	0	0	0	0	2	1	2	1	0	2	0	1
0	0.00	81	0	0	0	0	3	1	2	0	0	1	0	0
0	0.00	160	1	0	1	0	0	1	0	0	0	0	1	0
0	0.00	140	1	0	0	0	0	0	1	0	1	0	0	0
0	0.00	154	1	0	0	1	0	0	0	0	1	1	0	1
0	0.00	180	1	1	0	0	0	0	1	0	1	2	0	0
0	0.00	169	1	0	1	1	1	1	0	0	0	0	0	0
0	0.00	151	0	3	0	0	0	0	0	1	0	1	0	0
0	0.00	111	2	1	1	0	3	0	0	0	1	0	0	1
0	0.00	191	0	0	0	1	0	1	2	1	0	0	1	2
0	0.00	185	0	0	0	0	1	0	2	2	0	1	0	0
0	0.00	155	0	0	0	2	1	0	0	0	0	1	0	0
0	0.00	187	1	1	0	0	1	0	0	0	0	0	2	0
0	0.00	116	1	1	0	0	3	1	0	0	0	2	0	1
0	0.00	51	0	2	1	0	0	1	1	0	3	2	0	0
0	0.00	186	1	0	0	0	0	0	2	0	0	2	0	0
0	0.00	194	1	0	1	1	0	0	1	0	1	0	0	2
0	0.00	121	2	0	1	1	0	0	0	1	0	3	1	0
0	0.00	158	0	1	0	0	0	0	1	0	1	1	1	0
0	0.00	119	0	0	0	1	0	0	0	0	0	0	1	0
0	0.00	199	2	0	0	0	1	1	1	0	0	1	1	2
0	0.00	195	0	2	1	1	0	2	0	1	0	0	1	0
0	0.00	192	1	2	0	0	1	1	0	0	0	0	0	0
0	0.00	182	1	0	0	1	0	0	0	0	0	1	1	1
0	0.00	66	0	0	2	0	1	0	0	0	0	0	0	3
0	0.00	138	0	0	0	1	0	1	0	0	0	0	0	0
0	0.00	56	0	3	1	0	0	1	0	0	0	2	1	2
0	0.00	126	0	1	1	3	0	0	0	1	0	1	0	2
0	0.00	178	1	0	0	0	0	0	0	0	1	0	0	0
0	0.00	197	1	2	0	0	0	1	0	0	1	1	0	1
0	0.00	200	0	0	0	0	1	0	1	1	0	1	0	2
0	0.00	172	0	0	0	1	1	0	0	0	0	2	1	0
0	0.00	170	0	0	0	0	0	0	1	0	0	2	0	0
0	0.00	166	0	0	0	0	0	0	0	0	0	0	1	3
0	0.00	173	0	1	0	1	1	0	0	0	0	0	0	1
0	0.00	183	0	0	0	0	2	0	0	0	1	1	0	0
0	0.00	196	0	0	1	0	0	0	2	0	1	1	1	2
0	0.00	188	0	0	0	1	1	0	0	0	1	0	0	1
0	0.00	100	0	1	0	0	0	0	1	0	0	0	1	0
0	0.00	198	0	1	0	1	0	2	0	0	1	2	1	0
0	0.00	96	1	0	0	2	1	0	0	0	3	0	1	0
0	0.00	190	0	1	0	1	0	0	1	0	0	0	1	1
0	0.00	141	0	1	2	1	2	0	0	2	2	0	0	0
0	0.00	193	0	0	0	1	0	1	1	0	1	1	0	0
0	0.00	61	0	0	1	1	0	2	0	2	1	3	0	0
